Srno,RecipeName,TranslatedRecipeName,Ingredients,TranslatedIngredients,PrepTimeInMins,CookTimeInMins,TotalTimeInMins,Servings,Cuisine,Course,Diet,Instructions,TranslatedInstructions,URL
1861,गाजर शिमला मिर्च दाल रेसिपी - Carrot And Capsicum Mix Dal Recipe, Carrot And Capsicum Mix Dal Recipe,"1 कप अरहर दाल,1 गाजर - काट ले,1 शिमला मिर्च (हरी) - काट ले,1 टमाटर - काट ले,1 इंच अदरक - काट ले,1/2 छोटा चम्मच हल्दी पाउडर,1 कप इमली का पानी,नमक - स्वाद अनुसार,1 छोटा चम्मच राइ,1 छोटा चम्मच जीरा,हींग - चुटकी भर,1 टहनी कढ़ी पत्ता,1 टमाटर - काट ले,1 हरी मिर्च - काट ले","1 cup arhar dal, 1 carrot - cut, 1 capsicum (green) - cut, 1 tomato - chopped, 1 inch ginger - chopped, 1/2 tsp turmeric powder, 1 cup tamarind water, salt - According to taste, 1 teaspoon mustard, 1 teaspoon cumin seeds, asafetida - a pinch, 1 sprig curry leaves, 1 tomato - chop, 1 green chili - cut",10,30,40,4,South Indian Recipes,Lunch,High Protein Vegetarian,"गाजर शिमला मिर्च दाल रेसिपी बनाने के लिए सबसे पहले एक प्रेशर कुकर तुअर दाल, सब्जिआ, टमाटर, हल्दी पाउडर, नमक, पानी डाले और कुकर बंद कर ले. 5 सिटी आने तक पका ले. 5 सिटी आने के बाद गैस बंद करें और प्रेशर अपने आप निकलने दे.अब एक छोटी कढ़ाई में तेल गरम करें। इसमें राइ, जीरा डाले और तड़कने दे. जीरा के तड़कने के बाद इसमें कढ़ी पत्ता, हींग डाले और कढ़ी पत्ता को तड़कने दे. अब इसमें हरी मिर्च, टमाटर डाले और टमाटर के नरम होने तक पका ले. कुकर खोले और फिर से गैस पर रख दे. प्रेशर कुकर में इमली का पानी डाले और अच्छी तरह से मिला ले नमक, तड़का डाले और दाल को मिला ले. 1 मिनट तक पकने दे और गैस बंद करें। गाजर शिमला मिर्च दाल रेसिपी को चावल और बीटरूट थोरन के साथ दिन के खाने के लिए परोसे।
","To make Carrot Capsicum Pulses Recipe, first of all add a pressure cooker toor dal, vegetables, tomatoes, turmeric powder, salt, water and close the cooker. Cook till 5 cities come. After coming to city 5, turn off the gas and let the pressure drain automatically. Now heat the oil in a small pan. Add mustard seeds, cumin seeds and let it splutter. After the cumin seeds crackle, add curry leaves, asafoetida and let the curry leaves crackle. Now add green chilies, tomatoes and cook till the tomatoes become soft. Open the cooker and put it on the gas again. Add tamarind water to the pressure cooker and mix well, add salt, tempering and pulse. Allow to cook for 1 minute and turn off the gas. Serve Carrot Capsicum Dal Recipe with Rice and Beetroot Thoran for dinner.",https://www.archanaskitchen.com/carrot-and-capsicum-mix-dal-recipe-in-hindi
1862,Delhi Style Fruit Chaat Recipe -Homemade Kulle Chaat Of North India,Delhi Style Fruit Chaat Recipe -Homemade Kulle Chaat Of North India,"1 Apple - peeled and diced,2 Ripe Bananas - peeled and diced,1/2 cup Pineapple - diced,1/4 cup Anardana Powder (Pomegranate Seed Powder),1 Potato (Aloo) - boiled,1 Sweet Potato - peeled and diced,1 Green Chilli - finely chopped,2 sprig Coriander (Dhania) Leaves - finely chopped,1 teaspoon Chaat Masala Powder,1/2 teaspoon Cumin powder (Jeera) - roasted,1/2 teaspoon Red Chilli powder,Salt - to taste,1 Lemon juice,Ghee - for stir frying","1 Apple - peeled and diced,2 Ripe Bananas - peeled and diced,1/2 cup Pineapple - diced,1/4 cup Anardana Powder (Pomegranate Seed Powder),1 Potato (Aloo) - boiled,1 Sweet Potato - peeled and diced,1 Green Chilli - finely chopped,2 sprig Coriander (Dhania) Leaves - finely chopped,1 teaspoon Chaat Masala Powder,1/2 teaspoon Cumin powder (Jeera) - roasted,1/2 teaspoon Red Chilli powder,Salt - to taste,1 Lemon juice,Ghee - for stir frying",30,0,30,2,North Indian Recipes,Snack,Vegan,"To begin making the Delhi Style Fruit Chaat or the Kulle Chaat Of North India, first boil the potatoes and keep them ready. Cut and peel the fruits and keep them ready by the side.Heat a tablespoon of ghee in a heavy bottomed pan or a wok.  Roast the diced and boiled potatoes on medium high heat until roasted and browned. Once roasted, turn off the heat and keep aside.In a large mixing bowl, add the roasted potatoes, the cut fruits like apple, banana, pineapple and pomegranate. Add the remaining ingredients like chaat masala, red chili powder, cumin powder, green chilies, lemon, coriander leaves & salt into the bowl and stir well to combine all of them.Check the salt and spices and adjust to suit your taste .Serve Delhi Style Fruit Chaat Recipe or Kulle Chaat along as an evening snack or as an appetizer for parties along with Pav Bhaji, Dahi Vada, Pani Puri and finally end it with a Paneer Kheer as a dessert.
","To begin making the Delhi Style Fruit Chaat or the Kulle Chaat Of North India, first boil the potatoes and keep them ready. Cut and peel the fruits and keep them ready by the side.Heat a tablespoon of ghee in a heavy bottomed pan or a wok.  Roast the diced and boiled potatoes on medium high heat until roasted and browned. Once roasted, turn off the heat and keep aside.In a large mixing bowl, add the roasted potatoes, the cut fruits like apple, banana, pineapple and pomegranate. Add the remaining ingredients like chaat masala, red chili powder, cumin powder, green chilies, lemon, coriander leaves & salt into the bowl and stir well to combine all of them.Check the salt and spices and adjust to suit your taste .Serve Delhi Style Fruit Chaat Recipe or Kulle Chaat along as an evening snack or as an appetizer for parties along with Pav Bhaji, Dahi Vada, Pani Puri and finally end it with a Paneer Kheer as a dessert.",http://www.archanaskitchen.com/delhi-style-fruit-chaat-recipe-homemade-kulle-chaat-of-north-india
1863,Mamidikaya Pappu Recipe - Andhra Pappu - Raw Mango Dal,Mamidikaya Pappu Recipe - Andhra Pappu - Raw Mango Dal,"1 cup Arhar dal (Split Toor Dal),1 Mango (Raw) - peeled and chopped,1 tablespoon Turmeric powder (Haldi),1 Onion - finely chopped,1 Tomato - finely chopped,4 cloves Garlic,3 Dry Red Chillies,1 tablespoon Mustard seeds,10 Curry leaves","1 cup Arhar dal (Split Toor Dal),1 Mango (Raw) - peeled and chopped,1 tablespoon Turmeric powder (Haldi),1 Onion - finely chopped,1 Tomato - finely chopped,4 cloves Garlic,3 Dry Red Chillies,1 tablespoon Mustard seeds,10 Curry leaves",15,25,40,2,Andhra,Side Dish,High Protein Vegetarian,"To begin making Mamidikaya Pappu Recipe, firstly wash arhar dal/toor dal thoroughly in running water.Add arhar dal and grated raw mangoes in a pressure cooker, along with a teaspoon of turmeric powder and a bit of salt to taste. Pressure cook on high heat for 3-4 whistles and turn off the heat. Once the pressure cooker cools down on its own, mash the cooked toor dal thoroughly with a masher, or the backside of a ladle.For the tempering, heat oil in a heavy bottomed pan. Once the oil is hot, add dry red chillies and crushed garlic pods, and saute it until it is golden brown and the raw aroma of the garlic goes away. Immediately add curry leaves and stir till they sizzling stops. Add the chopped onions and saute until golden brown, or caramelized. Now add the tomatoes and cook until soft and mushy. Once the tomatoes are cooked, add mashed dal contents from the pressure cooker and stir the Mamidikaya Pappu to combine.Cook the Mamidikaya Pappu Recipe on a low heat for about 2 minutes and switch off heat. Your Mamidikaya Pappu is ready to be served. Serve Mamidikaya Pappu Recipe (Raw Mango Dal) with Panasa Pottu Aava Koora Recipe- Andhra style Mustard Flavoured Raw Jackfruit Curry and steamed rice with Andhra Style Paruppu Podi Recipe (Dal Podi) to make it a complete Andhra style meal. 
","To begin making Mamidikaya Pappu Recipe, firstly wash arhar dal/toor dal thoroughly in running water.Add arhar dal and grated raw mangoes in a pressure cooker, along with a teaspoon of turmeric powder and a bit of salt to taste. Pressure cook on high heat for 3-4 whistles and turn off the heat. Once the pressure cooker cools down on its own, mash the cooked toor dal thoroughly with a masher, or the backside of a ladle.For the tempering, heat oil in a heavy bottomed pan. Once the oil is hot, add dry red chillies and crushed garlic pods, and saute it until it is golden brown and the raw aroma of the garlic goes away. Immediately add curry leaves and stir till they sizzling stops. Add the chopped onions and saute until golden brown, or caramelized. Now add the tomatoes and cook until soft and mushy. Once the tomatoes are cooked, add mashed dal contents from the pressure cooker and stir the Mamidikaya Pappu to combine.Cook the Mamidikaya Pappu Recipe on a low heat for about 2 minutes and switch off heat. Your Mamidikaya Pappu is ready to be served. Serve Mamidikaya Pappu Recipe (Raw Mango Dal) with Panasa Pottu Aava Koora Recipe- Andhra style Mustard Flavoured Raw Jackfruit Curry and steamed rice with Andhra Style Paruppu Podi Recipe (Dal Podi) to make it a complete Andhra style meal. ",http://www.archanaskitchen.com/mamidikaya-pappu-recipe-raw-mango-dal
1864,क्रीमी चिकन करी रेसिपी - Easy Creamy Chicken Curry Recipe, Easy Creamy Chicken Curry Recipe,"500 ग्राम चिकन - बोन के साथ,2 कप दही,1 बड़ा चम्मच निम्बू का रस,नमक - स्वाद अनुसार,1 इंच अदरक - बारीक काट ले,8 कली लहसुन - बारीक काट ले,1 छोटा चम्मच काली मिर्च पाउडर,1 छोटा चम्मच कसूरी मेथी,1/2 कप क्रीम,1 बड़ा चम्मच तेल","500 grams chicken - with bone, 2 cups yogurt, 1 tbsp lemon juice, salt - as per taste, 1 inch ginger - finely chopped, 8 cloves garlic - finely chopped, 1 tsp black pepper powder, 1 tsp Kasuri methi, 1/2 cup cream, 1 tbsp oil",2,40,42,4,North Indian Recipes,Lunch,Non Vegeterian,"क्रीमी चिकन करी रेसिपी बनाने के लिए सबसे पहले एक बाउल में चिकन, निम्बू का रस, नमक, दही डाले और सब मिला ले. 1 घंटे के लिए अलग से रख दे. अब एक कढ़ाई में तेल गरम करें। तेल गरम होने के बाद इसमें अदरक, लहसुन, हल्का सा पानी डाले और 3 से 4 मिनट के लिए पका ले. 3 से 4 मिनट के बाद इसमें चिकन के पीस बचे हुए मरिनेशन के साथ डाले। 5 मिनट के लिए पका ले. चिकन को पलटे और 5 मिनट के लिए और पकने दे. चिकन को ढक ले और 25 मिनट के लिए धीमी आंच पर पकने दे. 25 मिनट के बाद कढ़ाई से ढक्कन हटाए और अच्छी तरह से मिला ले. चिकन के पक जाने के बाद इसमें क्रीम, काली मिर्च पाउडर और कसूरी मेथी डाले। सबको मिला ले और उबाला आने दे. उबाला आने के बाद, गैस बंद करें और परोसे। क्रीमी चिकन करी रेसिपी को तवा पराठा, जीरा राइस और टमाटर प्याज ककड़ी रायते के साथ रात के खाने के लिए परोसे।
","To make the creamy chicken curry recipe, first of all add chicken, lemon juice, salt, yogurt and all in a bowl. Keep it aside for 1 hour. Now heat oil in a pan. After the oil is hot, add ginger, garlic, light water and cook it for 3 to 4 minutes. After 3 to 4 minutes, add chicken pieces along with the remaining marination. Cook for 5 minutes. Turn the chicken over and let it cook for another 5 minutes. Cover the chicken and let it cook on low heat for 25 minutes. After 25 minutes remove the lid from the pan and mix well. After the chicken is cooked add cream, black pepper powder and kasoori methi to it. Mix it all and let it boil. After boiling, turn off the gas and serve. Serve the Creamy Chicken Curry Recipe with Tawa Paratha, Cumin Rice and Tomato Onion Cucumber Raita for dinner.",https://www.archanaskitchen.com/easy-creamy-chicken-curry-recipe-in-hindi
1865,Pumpkin Thoran Recipe - South Indian Pumpkin Sabzi,Pumpkin Thoran Recipe - South Indian Pumpkin Sabzi,"500 grams Kaddu (Parangikai/ Pumpkin) - diced,15 Pearl onions (Sambar Onions) - finely chopped,1 teaspoon Mustard seeds,2 sprig Curry leaves,2 Green Chilli - slit,Salt - to taste,1 teaspoon Turmeric powder (Haldi),1/2 cup Fresh coconut - grated,1 sprig Curry leaves,1 teaspoon Cumin seeds (Jeera),1 Green Chilli","500 grams Kaddu (Parangikai/ Pumpkin) - diced,15 Pearl onions (Sambar Onions) - finely chopped,1 teaspoon Mustard seeds,2 sprig Curry leaves,2 Green Chilli - slit,Salt - to taste,1 teaspoon Turmeric powder (Haldi),1/2 cup Fresh coconut - grated,1 sprig Curry leaves,1 teaspoon Cumin seeds (Jeera),1 Green Chilli",10,15,25,4,Indian,Side Dish,Vegetarian,"To begin making the Pumpkin Thoran Recipe, prepare all the ingredients and keep them ready.Into a mixer grinder, make a paste of the coconut, curry leaves, cumin seeds and green chillies. You don't need to add any water to grind to a paste.Heat oil in a heavy bottomed pan. Once the oil is hot, add mustard seeds and let them splutter.Immediately, add curry leaves and stir for a couple of seconds. Add finely chopped onions and saute the onions until they soften. Once the onions soften, add the slit green chillies.Once the onions turn pink, add the cut pumpkin, turmeric powder, salt and stir.  Sprinkle some water and cover the pan. Cook the pumpkin until it is soft and tender.Stir in between, as required. Once the pumpkin is cooked, add ground coconut mixture and toss for a few seconds on high heat and turn off the heat. Check the taste of the Pumpkin Thoran and adjust the seasonings accordingly. Once done, transfer the Pumpkin Thoran to a serving bowl and serve hot.Serve Pumpkin Thoran with Cherupayar Curry, Steamed Rice and Moru Kachiyathu for a weekend lunch or dinner.
","To begin making the Pumpkin Thoran Recipe, prepare all the ingredients and keep them ready.Into a mixer grinder, make a paste of the coconut, curry leaves, cumin seeds and green chillies. You don't need to add any water to grind to a paste.Heat oil in a heavy bottomed pan. Once the oil is hot, add mustard seeds and let them splutter.Immediately, add curry leaves and stir for a couple of seconds. Add finely chopped onions and saute the onions until they soften. Once the onions soften, add the slit green chillies.Once the onions turn pink, add the cut pumpkin, turmeric powder, salt and stir.  Sprinkle some water and cover the pan. Cook the pumpkin until it is soft and tender.Stir in between, as required. Once the pumpkin is cooked, add ground coconut mixture and toss for a few seconds on high heat and turn off the heat. Check the taste of the Pumpkin Thoran and adjust the seasonings accordingly. Once done, transfer the Pumpkin Thoran to a serving bowl and serve hot.Serve Pumpkin Thoran with Cherupayar Curry, Steamed Rice and Moru Kachiyathu for a weekend lunch or dinner.",https://www.archanaskitchen.com/kaddu-ki-sabzi-recipe-pumpkin-thoran
1868,आलू विंडालू रेसिपी - Potato Vindaloo Recipe, Potato Vindaloo Recipe,"12 सुखी कश्मीरी मिर्च  - बीज निकलकर 1/2 घंटे के लिए गरम पानी में भिगो ले,1/4 छोटा चम्मच मेथी के दाने - सेक ले,7 कली लहसुन,4 छोटे प्याज - छीलकर,1/2 छोटा चम्मच जीरा,1/4 छोटा चम्मच हल्दी पाउडर,2 छोटा चम्मच सिरका,1/3 कप पानी - प्रयोग अनुसार,3 आलू - धो कर,नमक - स्वाद अनुसार,2 बड़े चम्मच तेल,1 छोटा चम्मच राइ,10 कढ़ी पत्ता,पानी - प्रयोग अनुसार,1/2 छोटा चम्मच शक्कर","12 Dry Kashmiri Peppers - Soak the seeds out in hot water for 1/2 hour, 1/4 teaspoon fenugreek seeds - roast, 7 cloves garlic, 4 small onions - peeled, 1/2 teaspoon cumin seeds, 1 / 4 tsp turmeric powder, 2 tsp vinegar, 1/3 cup water - as per use, 3 potatoes - washed, salt - as per taste, 2 tbsp oil, 1 tsp rye, 10 curry leaves, water - as per use, 1/2 teaspoon sugar",10,30,40,4,Goan Recipes,Lunch,Vegetarian,"आलू विंडालू रेसिपी बनाने के लिए सबसे पहले एक सॉसपैन या कढ़ाई को गैस पर रख दे. अब इसमें कटे हुए आलू, पानी, नमक डाले और गैस चालू कर दे. आलू के पक जाने तक उबाल ले. अब आलू को पानी से निकाले और उबले हुए पानी को भी अलग से रख दे. एक मिक्सर ग्राइंडर में सुखी कश्मीरी मिर्च, मेथी के दाने, लहसुन, छोटे प्याज, जीरा, हल्दी पाउडर, सिरका और पानी डाले। पीस कर पेस्ट बना ले. अब एक कढ़ाई में तेल गरम करें। इसमें राइ डाले और 10 सेकण्ड्स बाद कढ़ी पत्ता डाले। अब इसमें विंडालू पेस्ट डाले और 4 से 5 मिनट के लिए पका ले. 1/2 कप उबला हुआ पानी, आलू, स्वाद अनुसार नमक डाले और मिला ले. 10 से 15 मिनट तक पकने दे. थोड़ी शक्कर डाले और 1 मिनट बाद गैस बंद कर ले. परोसे। आलू विंडालू रेसिपी को घी रोस्ट डोसा और रवा प्रॉन्स फ्राई के साथ दिन के खाने के लिए परोसे।
","To make Aloo Windaloo recipe, first place a saucepan or kadhai on the gas. Now add chopped potatoes, water, salt and turn on the gas. Boil until the potatoes are cooked. Now take out the potatoes from the water and keep the boiled water separately as well. In a mixer grinder, add dry Kashmiri chilli, fenugreek seeds, garlic, small onion, cumin, turmeric powder, vinegar and water. Make a paste by grinding it. Now heat oil in a pan. Add mustard seeds and after 10 seconds add curry leaves. Now add windloo paste and cook for 4 to 5 minutes. Add 1/2 cup boiled water, potatoes, salt to taste and mix. Let it cook for 10 to 15 minutes. Add some sugar and turn off the gas after 1 minute. Serve. Serve the Aloo Windaloo Recipe with Ghee Roast Dosa and Rava Prawns Fry for dinner.",http://www.archanaskitchen.com/potato-vindaloo-recipe-spicy-goan-potato-curry-in-hindi
1869,Green Chutney Recipe - Coriander Mint Chutney Recipe,Green Chutney Recipe - Coriander Mint Chutney Recipe,"1 cup Coriander (Dhania) Leaves -  chopped,1 cup Mint Leaves (Pudina) -  chopped,1/4 cup Curry leaves,1/4 cup Roasted Peanuts (Moongphali) - or almonds,1 inch Ginger - chopped,2 Green Chillies - roughly chopped,1 teaspoons Sugar,1 Lemon juice - juiced,Salt - to taste,1/4 cup Water","1 cup Coriander (Dhania) Leaves -  chopped,1 cup Mint Leaves (Pudina) -  chopped,1/4 cup Curry leaves,1/4 cup Roasted Peanuts (Moongphali) - or almonds,1 inch Ginger - chopped,2 Green Chillies - roughly chopped,1 teaspoons Sugar,1 Lemon juice - juiced,Salt - to taste,1/4 cup Water",10,20,30,4,North Indian Recipes,Side Dish,Vegetarian,"To begin making the Green Coriander and Mint Chutney Recipe, combine the coriander leaves, mint leaves, curry leaves, peanuts , ginger, green chillies, sugar, lemon juice, salt to taste and grind to a smooth paste in a blender. Add very little water to blend the chutney well. The addition of lemon juice enhances the flavours of mint and coriander and prevents discoloration of the greens.Transfer the Dhania Pudina Chutney- Green Coriander and Mint Chutney to a bowl and serve. You can refrigerate the Green Coriander and Mint Chutney for a couple of days. Serve Dhaniya Pudina Chutney Recipe with Samosa Recipe or make Green Chutney Aloo Chaat Recipe and enjoy with a cup of Masala Chai Recipe.
","To begin making the Green Coriander and Mint Chutney Recipe, combine the coriander leaves, mint leaves, curry leaves, peanuts , ginger, green chillies, sugar, lemon juice, salt to taste and grind to a smooth paste in a blender. Add very little water to blend the chutney well. The addition of lemon juice enhances the flavours of mint and coriander and prevents discoloration of the greens.Transfer the Dhania Pudina Chutney- Green Coriander and Mint Chutney to a bowl and serve. You can refrigerate the Green Coriander and Mint Chutney for a couple of days. Serve Dhaniya Pudina Chutney Recipe with Samosa Recipe or make Green Chutney Aloo Chaat Recipe and enjoy with a cup of Masala Chai Recipe.",https://www.archanaskitchen.com/green-chutney-recipe-coriander-mint-chutney-recipe
1870,Panchmel Dal Recipe | Rajasthani Dal | Panchkuti Dal,Panchmel Dal Recipe | Rajasthani Dal | Panchkuti Dal,"1/4 cup Arhar dal (Split Toor Dal),1/4 cup Masoor Dal (Whole),1/4 cup Chana dal (Bengal Gram Dal),1/4 cup Black Urad Dal (Whole),1/4 cup Green Moong Dal (Whole),2 tablespoons Ghee,1 teaspoon Cumin seeds (Jeera),1 Onion - finely chopped,4 cloves Garlic - finely chopped,1 inch Ginger - finely chopped,2 Green Chillies - slit vertically,1 Bay leaves (tej patta),1 inch Cinnamon Stick (Dalchini) - broken,1 Tomato - finely chopped,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,1/4 teaspoon Asafoetida (hing),Salt - as required,1 Lemon - juice extracted,1 tablespoon Ghee,1 teaspoon Cumin seeds (Jeera),2 Dry Red Chillies - broken","1/4 cup Arhar dal (Split Toor Dal),1/4 cup Masoor Dal (Whole),1/4 cup Chana dal (Bengal Gram Dal),1/4 cup Black Urad Dal (Whole),1/4 cup Green Moong Dal (Whole),2 tablespoons Ghee,1 teaspoon Cumin seeds (Jeera),1 Onion - finely chopped,4 cloves Garlic - finely chopped,1 inch Ginger - finely chopped,2 Green Chillies - slit vertically,1 Bay leaves (tej patta),1 inch Cinnamon Stick (Dalchini) - broken,1 Tomato - finely chopped,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,1/4 teaspoon Asafoetida (hing),Salt - as required,1 Lemon - juice extracted,1 tablespoon Ghee,1 teaspoon Cumin seeds (Jeera),2 Dry Red Chillies - broken",10,30,40,4,Rajasthani,Lunch,High Protein Vegetarian,"To begin making the Rajasthani Panchmel Dal, we will first soak the all the dals in 3 cups of water for about 3 hours.  Heat ghee in a pressure cooker over medium heat; add the cumin seeds and allow it to crackle. Add the onion, green chillies, ginger and garlic and saute until the onion softends.Add the bay leaf and cinnamon stick and saute for a few seconds until you can smell the aromas coming through.Next add the tomatoes, turmeric powder, red chilli powder, hing and saute for about a minute until the tomatoes have slightly softened.Once the tomatoes have softened, add the soaked dals, salt to taste and add water if required such that the water is at least 2 inches above the level of dal.Cover the pressure cooker, and pressure cook the Rajasthani Panchmel Dal for about 5 to 6 whistles - about 20 minutes until it is completely cooked through.Turn off the heat and allow the pressure to release naturally. Once the pressure has released, check if the dals are cooked well to perfection. Once pressed between fingers it should mash easily.Stir in the juice from the lemon and the coriander leaves and transfer the Rajasthani Panchmel Dal to a serving bowl.The next is the tadka, heat ghee in a pan over medium heat. Add the cumin seeds and red chillies and allow it to roast for a few seconds. Turn off the heat and add this tadka to the Rajasthani Panchmel DalServe the Rajasthani Panchmel Dal along with Bati or eat it along Spicy Paneer Pulao With Vegetables followed by the mouth-watering Traditional Rasmalai Recipe.
","To begin making the Rajasthani Panchmel Dal, we will first soak the all the dals in 3 cups of water for about 3 hours.  Heat ghee in a pressure cooker over medium heat; add the cumin seeds and allow it to crackle. Add the onion, green chillies, ginger and garlic and saute until the onion softends.Add the bay leaf and cinnamon stick and saute for a few seconds until you can smell the aromas coming through.Next add the tomatoes, turmeric powder, red chilli powder, hing and saute for about a minute until the tomatoes have slightly softened.Once the tomatoes have softened, add the soaked dals, salt to taste and add water if required such that the water is at least 2 inches above the level of dal.Cover the pressure cooker, and pressure cook the Rajasthani Panchmel Dal for about 5 to 6 whistles - about 20 minutes until it is completely cooked through.Turn off the heat and allow the pressure to release naturally. Once the pressure has released, check if the dals are cooked well to perfection. Once pressed between fingers it should mash easily.Stir in the juice from the lemon and the coriander leaves and transfer the Rajasthani Panchmel Dal to a serving bowl.The next is the tadka, heat ghee in a pan over medium heat. Add the cumin seeds and red chillies and allow it to roast for a few seconds. Turn off the heat and add this tadka to the Rajasthani Panchmel DalServe the Rajasthani Panchmel Dal along with Bati or eat it along Spicy Paneer Pulao With Vegetables followed by the mouth-watering Traditional Rasmalai Recipe.",https://www.archanaskitchen.com/panchkuti-panchmel-dal-rajasthani-five-dal-recipe
1871,Lehsuni Pudina Chutney Recipe,Garlic Mint Chutney Recipe,"2 cups Mint Leaves (Pudina) - chopped,3 cloves Garlic,1 inch Ginger - roughly chopped,1 Green Chilli - chopped,1 tablespoon Raw Peanuts (Moongphali),Salt - to taste,1 teaspoon Sugar,3/4 teaspoon Lemon juice","2 cups Mint Leaves (Pudina) - chopped,3 cloves Garlic,1 inch Ginger - roughly chopped,1 Green Chilli - chopped,1 tablespoon Raw Peanuts (Moongphali),Salt - to taste,1 teaspoon Sugar,3/4 teaspoon Lemon juice",10,30,40,4,North Indian Recipes,Side Dish,Vegetarian,"To begin making the Lehsuni Pudina Chutney, firstly keep all the ingredients ready.Next, take a mixer grinder jar and add all the ingredients in it. Add a little water and grind it to a smooth paste. Do not add too much water as we want a thick paste and not watery chutney.Once ready, take it out in a bowl and serve. Serve Lehsuni Pudina Chutney along with Punjabi Aloo Paratha and Tadka Raita for a weekday dinner.
","To begin making the Lehsuni Pudina Chutney, firstly keep all the ingredients ready.Next, take a mixer grinder jar and add all the ingredients in it. Add a little water and grind it to a smooth paste. Do not add too much water as we want a thick paste and not watery chutney.Once ready, take it out in a bowl and serve. Serve Lehsuni Pudina Chutney along with Punjabi Aloo Paratha and Tadka Raita for a weekday dinner.",https://www.archanaskitchen.com/lehsuni-pudina-chutney-recipe
1872,Chicken Vindaloo Recipe,Chicken Vindaloo Recipe,"500 grams Chicken,2 Onions - finely chopped,4 Dry Red Chillies,7 cloves Garlic,1 inch Ginger,1/4 cup White wine vinegar,1 teaspoon Mustard seeds,Sunflower Oil - as required,Salt - to taste,4 Cloves (Laung),3 Cardamom (Elaichi) Pods/Seeds,1 teaspoon Cinnamon Powder (Dalchini),1/2 tablespoon Whole Black Peppercorns,1 tablespoon Cumin seeds (Jeera)","500 grams Chicken,2 Onions - finely chopped,4 Dry Red Chillies,7 cloves Garlic,1 inch Ginger,1/4 cup White wine vinegar,1 teaspoon Mustard seeds,Sunflower Oil - as required,Salt - to taste,4 Cloves (Laung),3 Cardamom (Elaichi) Pods/Seeds,1 teaspoon Cinnamon Powder (Dalchini),1/2 tablespoon Whole Black Peppercorns,1 tablespoon Cumin seeds (Jeera)",10,30,40,4,Goan Recipes,Lunch,Non Vegeterian,"To begin making the Chicken Vindaloo recipe, soak the whole chilies, garlic cloves and ginger in the white wine vinegar for about an hour, till the chillies soften. Grind to a paste in a mixer grinder.Make diagonal cuts on the surface of chicken legs and smear them with the prepared chilli paste. Cover and marinate in the fridge for about an hour.Dry roast the spices - cloves, whole cardamoms, cinnamon powder, peppercorns and cumin seeds on low flame till fragrant. Grind to a powder when cool.In a heavy bottom pan, heat oil on medium flame and add mustard seeds.When they begin to splutter, add onions and fry till they turn golden brown.At this stage, add the marinated chicken along with all the juices and liquid in the pot.Fry till the chicken is well coated in the masala. Add the vindaloo masala and salt, fry further for 2 minutes.Add one cup of water, cover and cook till chicken is cooked through and the gravy is thick. Garnish with coriander and serve hot.Chicken Vindaloo is perfect to be served with steamed rice or pav and makes a perfect sunday brunch meal.
","To begin making the Chicken Vindaloo recipe, soak the whole chilies, garlic cloves and ginger in the white wine vinegar for about an hour, till the chillies soften. Grind to a paste in a mixer grinder.Make diagonal cuts on the surface of chicken legs and smear them with the prepared chilli paste. Cover and marinate in the fridge for about an hour.Dry roast the spices - cloves, whole cardamoms, cinnamon powder, peppercorns and cumin seeds on low flame till fragrant. Grind to a powder when cool.In a heavy bottom pan, heat oil on medium flame and add mustard seeds.When they begin to splutter, add onions and fry till they turn golden brown.At this stage, add the marinated chicken along with all the juices and liquid in the pot.Fry till the chicken is well coated in the masala. Add the vindaloo masala and salt, fry further for 2 minutes.Add one cup of water, cover and cook till chicken is cooked through and the gravy is thick. Garnish with coriander and serve hot.Chicken Vindaloo is perfect to be served with steamed rice or pav and makes a perfect sunday brunch meal.",http://www.archanaskitchen.com/chicken-vindaloo-recipe
